osm_id,name,religion,denomination,type
204119127,Santuario della Novareia,,,polygon
2222879178,Sant'Alessandro,,,point
622527750,Oasi di San Martino,,,point
193513904,Cappella di San Defendente,,,polygon
172171887,Chiesa San Vittorino,,,polygon
1832778747,Chiesa di Varano Melegari,,,point
184800861,Chiesa di Maria Ausiliatrice,,,polygon
2107696890,Chiesa di San Felice e San Giorgio,,,point
1857024933,Uffogliano,,,point
86571330,Chiesetta del San Martino,,,polygon
1944950410,Chiesetta delle Ripe,,,point
144658381,Basilica San Giuseppe da Copertino,,,polygon
167002059,Ex Chiesa di San Michele,,,polygon
197149029,San Pio,,,polygon
1944932015,Chiesa Madonna del Ponte,,,point
149784795,Chiesa,,,polygon
1782309172,Chiesa santa Maria Lauretana,,,point
175766891,Maria Addolorata a Grottasanta,,,polygon
180715722,Chiesa di San Michele al Monte Barro,,,polygon
962993057,Chiesa di San Domenico,,,point
184948673,Parrocchia Santa Maria Goretti,,,polygon
2151557941,Chiesa del Carmine,,,point
180707357,Sant'Adriano,,,polygon
154327419,Chiesa della Mamma Nostra,,,polygon
144939721,Santuario di santa Marta,,,polygon
172407562,Chiesa,,,polygon
1935903716,Battuti Bianchi,,,point
1896261846,Parrocchia Madonna della Assunta,,,point
183940094,Parrocchia Annunziata,,,polygon
165535820,Chiesa di santa Rita,,,polygon
151699760,Matrice,,,polygon
157726043,Tempio Laico,,,polygon
1428096520,Santuario Maria Santissima di Costantinopoli,,,point
1178911235,San Lorenzo,,,point
1311610955,Chiesa,,,point
1944932014,Chiesa San Domenica,,,point
167377884,Beata Vergine della Sassola,,,polygon
178932467,Chiesa S.Giovanni,,,polygon
267271372,Madonna delle Grazie,,,point
792841760,Capitello,,,point
1428096224,Chiesa dell'Assunta,,,point
146036996,Villaggio dei Novenari,,,polygon
206190203,Oratorio di S. Antonio da Padova,,,polygon
59056284,Chiesa di San Rocco,,,polygon
118505281,Chiesa del Regno dei Testimoni di Geova,,,polygon
1540793531,Chiesa Maria Santissima Liberatrice Dai Flagelli,,,point
179021807,Pieve San Genesio,,,polygon
2192223170,Chiesa della SS. Annunziata,,,point
569430390,Chiesa S. Giovanni Battista,,,point
185988245,Chiesa della Madonna delle Grazie,,,polygon
164910437,Edicola del Noli me Tangere,,,polygon
148336120,Ossario,,,polygon
142804860,Santa Maria in Organo,,,polygon
120670659,Eremo Santa Maria ani,,,polygon
764075584,santa Croce,,,point
157472420,Mondo Migliore Centro Spirituale,,,polygon
96694609,Parrocchia Ss. Nazario e Celso,,,polygon
191735897,Chiesa di San Nicolò,,,polygon
888614422,S. Pietro in Vincoli,,,point
203449005,Santuario della Madonna del Divino Amore,,,polygon
163033928,Parrochia Sant’Anselmo,,,polygon
158963472,Chiesa Parrocchiale di Paderno del Grappa,,,polygon
179606839,San Pietro a Paterno,,,polygon
145740279,Tempietto Barbaro,,,polygon
2212891193,Parrocchia Maria SS. Assunta,,,point
147473995,Cappella Villa degli Armeni,,,polygon
133578203,Chiesa arcipretale di San Giorgio,,,polygon
167143459,Chiesa di Sant'Antonio,,,polygon
459536772,Pilone S.Anna,,,point
1316371990,Santuario Madonna di Uliano,,,point
174496963,Cappella della Croce Dorata,,,polygon
477480667,Cristo Re,,,point
1506618686,Chiesa di San Martino,,,point
148046054,Chiesa di San Giorgio,,,polygon
98957158,Madonna del Sasso,,,polygon
149735356,Oratorio di San Michele,,,polygon
31297931,Convento Francescano Santa Maria di Loreto,,,point
183337720,Chiesa di San Siro,,,polygon
159352408,Chiesa di Santa Maria Chiara,,,polygon
32562699,Eremo Le Celle,,,polygon
1593550823,Chiesa di Frassinello,,,point
119824510,Santa Maria Assunta,,,polygon
220111616,Santuario Santa Maria di Rifesi,,,polygon
168933888,S. Maria Assunta Parish Church,,,polygon
197332017,Madonna del Buon consiglio,,,polygon
74328132,Oratorio S. Carlo Borromeo,,,polygon
1840604112,Chiesa,,,point
1851987561,icona San Vito,,,point
204693130,Chiesa di San Martino,,,polygon
189271705,San Tommaso,,,polygon
660681407,Cimitero di Vignola,,,point
175765127,San Francesco d'Assisi,,,polygon
166729915,Oratorio,,,polygon
151153156,Madonna della Sperlonga,,,polygon
193159998,Oratorio di Sant'Erasmo,,,polygon
737231836,Chiesa Sant'Andrea dell'Ausa,,,point
36380497,Cappella Ungherese,,,polygon
85009360,San Rocco,,,polygon
68458706,Santuario di Macereto,,,polygon
1466934178,Chiesa San Francesco,,,point
166572147,Oratorio San Antonio,,,polygon
184800442,Chiesa del Sacro Cuore di Gesù,,,polygon
1131039069,Casa delle Maestre Pie,,,point
164908500,Cappella dell'Andate al Calvario,,,polygon
183085468,Chiesa di Campo di Alano,,,polygon
180806400,San Martino,,,polygon
188468845,Parrocchia S. Stefano (Bedizzole),,,polygon
97424857,Chiesa di San Pietro in Selva,,,polygon
100139379,Chiesa dei Santi Salvatore e Lorenzo a Settimo,,,polygon
158093920,Conv di S. Francesco,,,polygon
762397398,Oratorio di San Gaetano,,,point
145642564,Chiesa di San Giorgio Martire,,,polygon
105465750,Chiesa di Santa Maria Maddalena,,,polygon
2267583445,Cappella San Giovanni,,,point
183010974,Oratorio Favallina,,,polygon
566225223,Cimitero Vecchio,,,point
1428097822,Convento delle Clarisse,,,point
205278971,SS Crocefisso,,,polygon
1735166158,Cappella di Costalovaia,,,point
41827363,St. Jakob,,,polygon
184131693,Chiesa di Sant'Eugenio,,,polygon
1428096308,Chiesa del Ritiro,,,point
147679847,Chiesa Madonna dei Campi,,,polygon
186646336,San Giovanni Battista,,,polygon
145774923,Cattedrale di Asolo,,,polygon
866459273,Capitello,,,point
81031983,Chiesa di Sant Innocenzo,,,polygon
120672287,Santo Stefano,,,polygon
1851255789,San Francesco,,,point
1922526479,Santuario della Madonna degli Angeli,,,point
155441515,Sacrario di Cristo Re,,,polygon
182136898,Cristo Risorto,,,polygon
1750760157,San Tommaso,,,point
1426833494,Ex Chiesa Santa Maria Maggiore,,,point
72119308,Oratorio di Sant'Andrea,,,polygon
1605143357,Chiesa San Marco,,,point
428291737,Capp.la S.Anna,,,point
166729273,Madonna della Provvidenza,,,polygon
1127739134,cemetery,,,point
1320723611,Chiesa di San Rocco,,,point
1072822230,Chiesa della Santissima Annunziata a Via Ardeatina (??),,,point
-2234319,Della libertà,,,polygon
1762399127,Sant'Agostino,,,point
172407670,Chiesetta,,,polygon
1838682979,Chiesa Sacro Cuore,,,point
223243741,Ex Convento di Santo Stefano,,,polygon
-2960999,Auditorium San Domenico,,,polygon
593968725,Nostra Signora di Bonaria,,,point
203501362,Cuba bizantina,,,polygon
168931804,Oratorio di S. Matteo,,,polygon
158355707,Beata Vergine delle Nevi,,,polygon
222475006,S. Pio X,,,polygon
124258520,San Grato,,,polygon
711448619,chiesa San Domenico,,,point
1760417216,Chiesa di San Donato,,,point
145667236,Duomo,,,polygon
92907605,Chiesa Parrocchiale di San Paolo Apostolo,,,polygon
1855980517,Oratorio San Bartolomeo,,,point
135711870,Chiesa,,,polygon
212099919,Chiesa di Santa Libera,,,polygon
641266408,S.Andrea,,,point
99548581,Chapelle de la Montette,,,polygon
168499486,Cappella di Sant'Edoardo,,,polygon
2087665206,Chiesa di San Silvestro,,,point
159394659,Chiesa di Santa Felicita,,,polygon
48369481,Sala del Regno dei Testimoni di Geova,,,polygon
696485980,S. Umile,,,point
88904343,Basilica di Santa Croce,,,polygon
167042091,Complesso Boldini,,,polygon
440779806,Santuario B. Giovanni Righi dei frati minori,,,point
147960344,St. Georg in Wangg,,,polygon
198492470,chiesa di Chasterain,,,polygon
201918014,Chiesa di Sant'Ignazio,,,polygon
986521740,Parrocchia del Carmine,,,point
221375172,Cappella di San Rocco,,,polygon
1456762951,Santi Pietro e Paolo,,,point
1330761343,SS Trinità,,,point
1428096998,Chiesa Matrice Maggiore,,,point
246103704,Santa Maria,,,point
158379859,San Michele,,,polygon
164908502,Il Monte Sion,,,polygon
1126940165,Chiesa del Sacro Cuore,,,point
143369787,Chiesa di San Giacomo,,,polygon
219450486,Chiesa,,,polygon
639309915,l'Eremo Nuovo,,,point
160086760,San Vincenzo,,,polygon
170298612,Santi Filippo e Giacomo,,,polygon
1917363421,Madonna dello Scoglio,,,point
182738299,San Bernardino,,,polygon
221500649,Convento di Palazzola,,,polygon
120653969,Chiesa Cuore Immacolato di Maria,,,polygon
1428098349,Chiesa Santa Lucia,,,point
85567513,Santuario della Madonna dei Cappuccini,,,polygon
160143030,San Rocco,,,polygon
184800591,Chiesa di Santa Maria Assunta,,,polygon
103776667,Chiesa S. Michele,,,polygon
96559980,Chiesa di San Salvatore,,,polygon
166695997,Chiesa di San Domenico,,,polygon
1414409415,immacolata concezione,,,point
222939919,Chiesetta di San Michele,,,polygon
76866279,Chiesa di Astino,,,polygon
159961921,San Francesco,,,polygon
197170882,Piazza caduti sul lavoro,,,polygon
1797585148,Sylvesterkapelle,,,point
1274062984,Convento Francescano di Montecasale,,,point
102147498,Santuario della Madonna di Monte Leucio,,,polygon
196029732,Santa Maria,,,polygon
124903174,Cappella del Bandito,,,polygon
151527780,Cappella di S. Adalberto,,,polygon
176906939,Santa Lucia,,,polygon
145643576,Cappella di San Michele Arcangelo e della Visitazione di Maria,,,polygon
152030600,S. Mamante in Curiano,,,polygon
1497523962,Tempio San Francesco di Paola,,,point
194291881,Chiesa di Chieci,,,polygon
174392316,Chiesa della Resurrezione,,,polygon
96559982,Chiesa di Sant'Agnese in Chianti,,,polygon
184806598,Chiesa di San Marco,,,polygon
217817656,Nostra Signora di Buon Cammino ,,,polygon
212437854,Sant'Alessandro,,,polygon
149053667,S. Giacomo,,,polygon
1608476156,Cappella degli Apini,,,point
36195580,Abbazia di Rosazzo,,,polygon
164910436,Cappella del Ascensione,,,polygon
144121324,Chiesa di San Pietro,,,polygon
264196025,Sala del Regno dei Testimoni di Geova,,,point
1623822120,Dlijia Santa Tarina,,,point
1290104454,Parrocchia SS Annunziata dei Greci,,,point
2074517456,Santuario Madonna del Buon Consiglio,,,point
169643142,Chiesa di San Vito Martire,,,polygon
1864112944,Eremo di San Felice,,,point
132114528,Chiesa di Villaguattera,,,polygon
2167696105,San Pio X,,,point
2125982354,Eremo di S.Pietro alle Stinche,,,point
209037258,Duomo ala n°2,,,polygon
616872071,Chiesa S. Francesco,,,point
410179213,St. ?,,,point
212019263,Chiesa SS Filippo e Giacomo,,,polygon
180526633,Oratorio dei Disiplinanti,,,polygon
2192566264,Chiesa  di San Giovanni Battista,,,point
190920853,ex Chiesa di San Biaggio,,,polygon
1120722418,San Pietro,,,point
1330930615,Chiesa S. Caterina,,,point
986549721,Parrocchia San Gerardo Maiella,,,point
24734690,Chiesa Cristo Re,,,polygon
115917727,Chiesa S.Agostino,,,polygon
1950330571,Palestra  Antares,,,point
117457253,Cimitero di San Donnino,,,polygon
135579133,Chiesa Granatieri di Sardegna,,,polygon
1981705086,Chiesa S. Maria Maddalena,,,point
151774772,Chiesetta di Sant'Anna,,,polygon
1636821206,Chiesa di S.ANNA,,,point
913344474,Pestkapelle,,,point
172407747,Chiesetta S.Martino,,,polygon
160785765,Oratorio Giovannoni,,,polygon
203398954,S. Maria dellaDifesa,,,polygon
222170570,Church,,,polygon
2027988199,Chiesa dei Marinelli,,,point
185593781,Chiesa di Sant'Alfonso Maria de' Liguori,,,polygon
1697506573,Santa Barbara,,,point
1879708125,Santuario Capo Croce di Gesù,,,point
88065916,Convento Frati Cappuccini,,,polygon
1982765936,Chiesa di San Pietro Apostolo,,,point
178879547,Monastero di S. Chiara,,,polygon
181123834,Chiesa della Pastorella,,,polygon
174730585,San Martino a Cellole,,,polygon
45443687,Chiesa San Giovanni Ex Lazzaretto,,,polygon
150063670,Chiesa Della Natività,,,polygon
619223812,Cimitero di SanCesario,,,point
125269578,San Donato,,,polygon
1928072426,Santa Bernardetta Soubirous,,,point
333227450,Chiesa,,,point
1224404797,Cimitero,,,point
147016673,Eremo di San Luca,,,polygon
166230362,Chiesa di Santa Maria della Selve,,,polygon
58935428,Moschea di Catania,,,polygon
2018055298,Chiesa di Santa Pelagia,,,point
1682879245,Cap. Or Vergugn,,,point
595588038,Cimitero,,,point
2100149123,Madonna delle Grazie,,,point
425929907,Jakobsstöckl,,,point
164908497,Cappella della Crucifissione,,,polygon
568544139,San Quirico,,,point
601173351,Santuario Madonna Del Monte,,,point
59459654,Chiesa di San Domenico,,,polygon
166644819,Sant'Anna,,,polygon
428291746,Capp.la Madonna della Neve (Sanità),,,point
727625944,Madonna di Lourdes,,,point
2163096476,Ex oratorio della Beata Vergine Addolorata,,,point
1985666554,chiesa valloni,,,point
161365140,Chiesa di Montebruno,,,polygon
1879705230,SS. Sacramento,,,point
2206010629,S. Giacomo,,,point
187505826,Chiesa di Sant'Andrea,,,polygon
1845703467,Eremo San Michele,,,point
70979415,Chiesa di San Bernardino,,,polygon
763529855,Chiesa della Madonna del rosario,,,point
808510860,Kapuzinerkirche,,,point
144795990,Chiesa di Santa Maria della Misericordia,,,polygon
199485004,Scurolo della Beata Panacea,,,polygon
573615484,Soka Gakkai,,,point
173149875,Chiesa all'aperto,,,polygon
1873548770,San Caprasio,,,point
912287842,St. Johann,,,point
185988246,Chiesa di S. Carlo Borromeo,,,polygon
160784973,Oratorio di Monticello,,,polygon
167306147,San Carlo,,,polygon
769981273,Capitello,,,point
1575045212,Monumento a Padre Pio da Pietrelcina,,,point
2027988112,Chiesa di Santo Marino e Stefano,,,point
2063311116,casa natale di San Tommaso di Cori,,,point
2294709802,Kirche,,,point
181720331,Rissulina,,,polygon
100106783,San Michele,,,polygon
58730033,San Marco,,,polygon
1801764719,Parrocchia Ludriano,,,point
297364458,Pieve di Romena,,,point
1491616155,Chiesa di Santa Maria,,,point
197687251,Cappella,,,polygon
1894256262,Edicola Votiva,,,point
148149474,Chiesa di Padernello,,,polygon
1883628459,Dlijia da Lungiarü,,,point
191792195,Chiesa di San Giovanni Bono,,,polygon
162782625,Chiesetta di San Tommaso il Vecchio,,,polygon
915988941,Dreikirchen,,,point
220260678,Cappella della Madonna di Loreto,,,polygon
1235216316,Pilastrino,,,point
158738730,Santa Maria de Is Acquas,,,polygon
1033165170,San Rocco,,,point
194189000,Cappella di S.Lucia,,,polygon
160785979,Santa Eurosia,,,polygon
156250040,Chiesa di S. Agostino,,,polygon
197147664,San Nicola,,,polygon
183331807,Sant'Egidio,,,polygon
1404301824,San Chiaffredo,,,point
621747498,Cimitero di Spilamberto,,,point
148149472,Chiesa di Istrana,,,polygon
2303743560,Santa Maria della Pietà,,,point
158684664,St. Anna,,,polygon
506154060,Campanile Settefonti,,,point
1223754100,San Pierino,,,point
151634623,Chiesa vecchia,,,polygon
212437502,San Giorgio e Beata Vergine Immacolata,,,polygon
173258952,Chiesa dei Santi Gervaso e Protaso,,,polygon
140907378,Pievasciata,,,polygon
2135923074,Chiesa della Forcora,,,point
621197525,Cimitero Recovato,,,point
143373083,Chiesa di San Luigi,,,polygon
137542425,cimitero,,,polygon
209566203,Sa Muredda,,,polygon
1233469742,San Giorgio,,,point
133734425,San Gregorio Barbarigo,,,polygon
220228388,Chiesa Vecchia,,,polygon
145398074,Satuario di Moglietti,,,polygon
655284879,San Francesco,,,point
1735161975,Cappella del Monte Pianetto - Brughea,,,point
2141492025,Crocifisso Valle Benedetta,,,point
159814597,Chiesa della natività,,,polygon
2305584410,Cappella di Gorra,,,point
2156721713,Parrocchia di San Bartolomeo,,,point
1330983285,Cappella di S. Sebastiano,,,point
149694659,S. Antioco,,,polygon
166313488,Centro San Giuseppe,,,polygon
45443083,Chiesetta San Vito,,,polygon
167306146,San Giovanni Battista,,,polygon
149469810,Santa Maria della Neve,,,polygon
1922439941,Madonnina del faggio,,,point
