pagename,osm_id,osm_type,osm_lon,osm_lat,wiki_lon,wiki_lat,distance,intersects
Chiesa_di_Sant'Andrea_al_Quirinale,112820613,polygon,12.4893455392,41.900694295,12.4894444444,41.9005555556,17.4592066235,False
Basilica_di_San_Bartolomeo_all'Isola,49591745,polygon,12.4782748991,41.8902503731,12.4783333333,41.8902777778,5.72573453823,True
Chiesa_di_San_Mattia_%28Roma%29,83488964,polygon,12.5522849222,41.946451699,12.55235,41.946301,17.586821787,True
Chiesa_di_Santa_Giulia_(Livorno),1670014427,point,10.3100256911,43.5500821867,10.310079,43.550103,4.88929106349,True
Chiesa_di_San_Jacopo_in_Acquaviva,1293125284,point,10.3059034121,43.5295511702,10.3059,43.529711,17.7597222026,True
Chiesa_di_San_Rocco_all'Augusteo,201292278,polygon,12.4758962827,41.905468061,12.4756944444,41.9055194444,17.6929481664,True
Chiesa_di_San_Fedele_(Milano),23227442,polygon,9.1915962209,45.4667735121,9.191473,45.466804,10.2147533167,True
Chiesa_della_Santissima_Annunziata_(San_Miniato),166060325,polygon,10.8459520727,43.6779029945,10.846,43.6778611111,6.04910858622,True
Chiesa_di_Santa_Caterina_(San_Miniato),166057442,polygon,10.8613341129,43.6808925992,10.8613333333,43.6808888889,0.417002149641,True
Chiesa_di_Santa_Brigida_(Roma),149541607,polygon,12.4707698525,41.8953098179,12.470757,41.895274,4.11883245362,True
Collegiata_di_Sant'Ambrogio_(Alassio),222990113,polygon,8.17042511528,44.0064558115,8.17025277778,44.0062027778,31.3286577793,False
Convento_di_San_Ludovico_a_Colleviti,-2327987,polygon,10.6846965643,43.8916148509,10.684778,43.891448,19.6597522362,True
Chiesa_di_San_Cleto,449252276,point,12.571280555,41.9466426518,12.571169,41.946756,15.6227040441,True
Basilica_di_Santa_Maria_del_Popolo,52430153,polygon,12.4766482025,41.9114585386,12.4766555556,41.9115027778,4.95144239857,True
Santuario_della_Madonna_del_Divino_Amore,1694631008,point,12.5438102533,41.7789200951,12.541449,41.778073,217.690714935,False
Chiesa_di_Santa_Maria_Incoronata_(Milano),42220363,polygon,9.18660135887,45.4794366018,9.186572,45.479544,12.1550743732,True
Chiesa_di_San_Carlo_ai_Catinari,117744827,polygon,12.4751630423,41.8943291177,12.475201,41.894149,20.2523698095,True
Basilica_di_Santa_Balbina_all'Aventino,52134171,polygon,12.4896730213,41.8805332444,12.489288,41.880641,34.1264604132,False
Chiesa_di_Sant'Ivo_alla_Sapienza,128740194,polygon,12.4748689481,41.898190258,12.4744444444,41.8983333333,38.6450836359,False
Chiesa_di_Santa_Rosa_(Livorno),32607775,polygon,10.319773792,43.5238055288,10.3197388889,43.5237611111,5.68470012611,True
Chiesa_di_San_Giuseppe_alla_Lungara,204163182,polygon,12.4640872422,41.8967778796,12.4640912,41.8968368,6.55260053356,True
Basilica_di_San_Francesco,34357303,polygon,12.6057722642,43.0748361988,12.6055555556,43.0747222222,21.7214979313,False
Chiesa_di_San_Sisto_%28Genova%29,153185255,polygon,8.9258985128,44.4138840774,8.92631944444,44.414075,39.6744811917,False
Chiesa_di_Sant'Alessandro_in_Zebedia,45074507,polygon,9.18693525929,45.460936858,9.186896,45.460938,3.07317323325,True
Chiesa_dei_Santi_Cosma_e_Damiano_%28Genova%29,152634796,polygon,8.92878446652,44.4064925961,8.92874722222,44.4066694444,19.874096801,False
Duomo_di_Monreale,82665029,polygon,13.2922780966,38.0820150505,13.2920666667,38.0818583333,25.4300776822,True
Chiesa_di_San_Babila,44448850,polygon,9.19837600503,45.4669638491,9.198376,45.467017,5.90723906841,True
Chiesa_di_San_Lorenzo_(Monterongriffoli),1301233568,point,11.5672921321,43.14489354,11.5672777778,43.1448833333,1.62767258391,True
Basilica_di_Santa_Maria_in_Aracoeli,25640152,polygon,12.4831632459,41.8939472847,12.4833333333,41.8938888889,15.5341471135,True
Basilica_di_Santa_Pudenziana,112796242,polygon,12.4954278616,41.8984544261,12.4955555556,41.8986111111,20.3753283299,False
Chiesa_di_San_Pietro_a_Majella,-2449378,polygon,14.253077553,40.8494723637,14.252974,40.849518,10.0963450023,True
Chiesa_del_Luogo_Pio,71732660,polygon,10.3058859826,43.5547392714,10.305884,43.5548,6.74906478947,True
Chiesa_dei_Santi_Gioacchino_e_Anna_ai_Monti,44449059,polygon,12.4939719445,41.8944853061,12.493948,41.894501,2.6433088297,True
Basilica_di_Santo_Stefano_Rotondo_al_Celio,-1576101,polygon,12.4967459579,41.8846540477,12.4966666667,41.8844444444,24.1931904285,True
Chiesa_di_San_Carlo_alle_Quattro_Fontane,201374573,polygon,12.4907693122,41.901794224,12.4908333333,41.9016666667,15.1311694484,False
Chiesa_di_San_Tommaso_di_Canterbury,128364716,polygon,12.4700492717,41.8956004952,12.470028,41.895583,2.62530068187,True
Chiesa_di_San_Liborio_%28Roma%29,33536520,polygon,12.5675851,41.9421729422,12.567605,41.942399,25.162898993,True
Chiesa_di_Santa_Margherita_in_Trastevere,203296431,polygon,12.4710866331,41.8897541302,12.471048,41.889823,8.29423892614,False
Chiesa_di_San_Zaccaria,162035005,polygon,12.3435832459,45.4347034044,12.3433333333,45.4347222222,19.6667657999,True
Chiesa_di_Santa_Maria_in_Portico_in_Campitelli,123530536,polygon,12.4792084976,41.8929673782,12.479498,41.893127,29.859025274,False
Chiesa_di_San_Martino_(Livorno),121067709,polygon,10.341286556,43.5329470192,10.3412694444,43.5329138889,3.93218202641,True
Basilica_di_San_Gaudenzio,157852441,polygon,8.61948922064,45.4487796489,8.61966944444,45.4488277778,15.0793239379,True
Chiesa_di_Sant'Agata_in_Trastevere,203026436,polygon,12.4735513958,41.8896461311,12.473534,41.889517,14.4152191949,True
Chiesa_di_San_Martino_(Portofino),204693130,polygon,9.20919026438,44.3038893373,9.20941666667,44.3038388889,18.9156594754,True
Cappella_di_San_Michele_(Semifonte),222683550,polygon,11.1311107983,43.542030185,11.1310916667,43.5420444444,2.21375610904,True
Chiesa_di_Dio_Padre_Misericordioso,201594753,polygon,12.5854459368,41.8824138095,12.585449,41.882414,0.25513404801,True
Chiesa_dei_Santi_Quaranta_Martiri_e_San_Pasquale_Baylon,202319244,polygon,12.471732345,41.8877984658,12.471669,41.88783,6.31727165748,True
Collegiata_di_Santa_Maria_Assunta_(San_Gimignano),116084407,polygon,11.0426471184,43.4678339959,11.0427722222,43.4677916667,11.1623967076,True
Chiesa_di_Santa_Maria_presso_San_Celso,165090412,polygon,9.18786259388,45.4545356624,9.187647,45.454599,18.2741787838,True
Chiesa_di_Sant'Antonio_Maria_Zaccaria,203299976,polygon,12.4627039242,41.8855508843,12.462733,41.885594,5.36259874326,True
Basilica_di_Sant'Andrea_(Vercelli),168453654,polygon,8.41920899093,45.328806198,8.418245,45.328643,77.7178300638,False
Duomo_di_Livorno,28988079,polygon,10.3094931292,43.5500872427,10.309435,43.550305,24.6453925149,True
Santuario_di_Nostra_Signora_della_Guardia_(Alassio),222990118,polygon,8.14651360937,44.020599922,8.14613333333,44.0210222222,55.9588035993,False
Basilica_di_Santa_Cecilia_in_Trastevere,86250354,polygon,12.4758480963,41.8875648483,12.4758916667,41.8875555556,3.76060573617,True
Chiesa_di_Santa_Maria_ai_Monti,157407146,polygon,12.4905922348,41.8947323578,12.490498,41.894523,24.5334114945,False
Chiesa_di_San_Sebastiano_(Roccatederighi),196489478,polygon,11.0792927422,43.0268577911,11.0792722222,43.0268638889,1.80447558184,True
Chiesa_di_San_Marco_al_Molo,207937540,polygon,8.92631071905,44.4073544141,8.92651111111,44.4073944444,16.570497854,False
Chiesa_della_Madonna_(Livorno),1670014420,point,10.310205983,43.5521003525,10.310143,43.552137,6.51775935118,True
Chiesa_di_Santa_Maria_della_Scala_(Roma),203294766,polygon,12.4677552314,41.8910643617,12.4675861111,41.8910583333,14.0515813595,True
Cattedrale_di_Napoli,-1683803,polygon,14.2596894447,40.8525827339,14.25955,40.852515,13.9584101386,True
Chiesa_di_San_Sebastiano_al_Palatino,-1836976,polygon,12.4885611656,41.8896890194,12.48865,41.8896777778,7.47767970684,True
Cattedrale_di_Santa_Maria_(Alghero),167906723,polygon,8.31265390034,40.5589884853,8.312778,40.559167,22.4372352551,True
Basilica_di_Sant'Andrea_della_Valle,25625603,polygon,12.4743303586,41.8960336484,12.47435,41.89606389,3.73355562564,True
Duomo_di_Nepi,166344805,polygon,12.346924692,42.2424455937,12.3469722222,42.2424444444,3.92500661996,True
Basilica_di_Santa_Maria_in_Montesanto,60517009,polygon,12.4769891201,41.9098587735,12.4769277778,41.9099111111,7.72629920754,True
Duomo_di_Volterra,162765015,polygon,10.8590380519,43.4017625243,10.8586527778,43.4017916667,31.3776473208,False
Chiesa_dei_Santi_Gioacchino_e_Anna_alle_Quattro_Fontane,201374574,polygon,12.4905517321,41.9015702153,12.490538,41.901572,1.15658065361,True
Basilica_di_San_Lorenzo_fuori_le_mura,-422911,polygon,12.5209687032,41.9025492297,12.5205555556,41.9025,34.715123276,True
Chiesa_di_Santa_Maria_dell'Anima,52334111,polygon,12.4720179316,41.8997120559,12.4716666667,41.9,43.2722145071,False
Duomo_di_Civita_Castellana,164328871,polygon,12.4107153925,42.2874715568,12.4106111111,42.2873611111,14.9827291078,True
Chiesa_di_San_Michele_(Alghero),167906722,polygon,8.31444262503,40.5571732466,8.314328,40.557243,12.4196367703,False
Chiesa_di_Santa_Maria_in_Cappella,202988409,polygon,12.4781709748,41.887318141,12.478026,41.887382,13.9674099949,False
Basilica_di_Santa_Maria_in_Domnica,135618144,polygon,12.4955087822,41.8846696751,12.4955555556,41.8847222222,7.00969013784,True
Tempio_civico_di_San_Sebastiano,45672228,polygon,9.18608995564,45.4622513043,9.186028,45.462144,12.8726976985,True
Chiesa_di_Santa_Margherita_(Venezia),138841764,polygon,12.3241867152,45.4351084884,12.324154,45.435086,3.5776929233,True
Chiesa_di_Sant'Angelo_in_Pescheria,123530591,polygon,12.4787025575,41.8926497799,12.478741,41.892544,12.1745484616,False
Chiesa_di_Santo_Stefano_(Capraia_Isola),97550082,polygon,9.8306459151,43.0349174863,9.8307,43.0349527778,5.89904866952,True
Chiesa_di_Santo_Stefano_(Arogno),139518763,polygon,8.98865782792,45.9594752507,8.98875,45.9594444444,7.92326377392,True
Chiesa_di_San_Pietro_in_Oliveto,142804950,polygon,10.2293937604,45.5423988557,10.229154,45.542386,18.7795743192,True
Chiesa_di_San_Domenico_(San_Miniato),60966731,polygon,10.8491824222,43.6794821653,10.849125,43.6796444444,18.615244882,True
Santuario_di_Santa_Maria_di_Piazza,97554195,polygon,8.85033731933,45.6118196934,8.850399,45.61182,4.81141063492,True
Chiesa_dei_Santi_Michele_e_Silvestro,213788436,polygon,11.0076879796,43.1673833657,11.0076888889,43.1673611111,2.47350248781,True
Chiesa_di_San_Cristoforo_sul_Naviglio,24048692,polygon,9.15481333341,45.4477558844,9.154749,45.447711,7.08619908104,True
