osm_id,name,type
176766973,chiesa evangelica pentecostale,polygon
136196674,Chiesa San Francesco di Paola,polygon
847562375,Santuario Madonna Pellegrina,point
1459139788,chiesa brenton,point
448942039,Via Crucis 15: Resurrection,point
1091918298,Chiesa di Santa Maria del Carmine,point
163114693,Santuario di Nostra Signora di Bonuighinu,polygon
1891101077,Cappella San Rocco,point
172407747,Chiesetta S.Martino,polygon
1392846010,Nostra Signora Assunta & Oratorio della Confraternita dei Disciplinati,point
223383544,Chiesa S. Eusebio,point
72445005,Santuario Basilica Nostra Signora del Rimedio,polygon
1133746874,Santa Maria Maddalena,point
1493208391,St. Verena,point
120588281,convento Suore Vincenziane,polygon
74006524,Maria Santissima Bambina,polygon
36686685,Chiesa di S. Maria della Fratta,polygon
69228550,San Bernardo,polygon
672506514,Monastero di San Marco,point
55998641,Santuario Della Forcella (Madonna della Neve),polygon
133366883,Priorato di Sant'Egidio,polygon
109266068,Chiesa San Francesco d'Assisi,polygon
2035524956,San Pietro e Santa Maria,point
2308719026,Madonna degli Angeli,point
181310588,Madonna dello Scoglio,polygon
167029103,Chiesa della Conversione di San Paolo,polygon
631504198,Cattedrale Cristo Re,point
1762147472,Il Deserto,point
370317525,Natività del Signore,point
1471323145,Immacolata,point
64417414,Sala del Regno dei Testimoni di Geova,polygon
93919020,Santuario di Santa Maria delle Grazie di Pietracupa,polygon
160580566,San Francesco,polygon
201333223,Chiesa di S. Carlo,polygon
148101126,Chiesa di San Nicola,polygon
618951769,Chiesa di San Michele,point
96565685,Chiesa Santa Maria Assunta,polygon
175415091,Santa Maria della Strada,polygon
131800434,Chiesa di Voltabarozzo,polygon
31298050,Chiesa Madre,point
658877737,Chiesa di Gesù Cristo dei Santi degli Ultimi Giorni,point
54583779,Santuario della Madonna delle Grazie,polygon
220846137,Chiesa di San Nicolò all'Arcivescovado,polygon
165573519,Chiesa di Santa Maria dei Marinai,polygon
102962041,San Francesco,polygon
618395718,Porticato della Via Crucis,point
196667613,Chiesa di San Fabiano,polygon
85592749,Chiesa di Fontanafredda,polygon
166572147,Oratorio San Antonio,polygon
164908500,Cappella dell'Andate al Calvario,polygon
207937540,Chiesa di San Marco,polygon
391072612,Chiesa di San Fabiano,point
102570527,San Pancrazio,polygon
2146401034,Chesetta di Milanaz (Nostra Signora delle Nevi)),point
80409272,Chiesa di San Fedele Martire,polygon
47373339,Chiesa della Briglia,polygon
50577410,Santuario Le Salette,polygon
38331956,Chiesa S. Martino,polygon
85948479,Chiesa di Gesù Adolescente,polygon
189743162,Madonna di Roverano,polygon
125566927,Santissime Stimmate di San Francesco,polygon
310880165,Chiesa Cristiana Missionaria Internazionale,point
179893752,Chiesa di San Massimiliano Maria Kolbe,polygon
39365079,Brixner Dom,polygon
193463985,Chiesa della Regina della Pace,polygon
1289339054,S. Sepolcro,point
346171697,Chiesa di San Vito,point
573447390,Chiesa di Santa Giuletta,point
1796080681,Chiesa di Poiana,point
1691714676,San Francesco Saverio,point
858279674,Santa Maria,point
747488024,Collegiata di San Lorenzo,point
1923329119,Canonica,point
-1826131,Santi Cosma e Damiano,polygon
28391972,Chiesa Betania,polygon
448942044,Via Crucis 9: Jesus falls for the 3rd time,point
134870470,Chiesa di Santa Barbara,polygon
173820766,San Martino,polygon
204607525,Forum Franciscanum,polygon
253903866,Chiesa di San Giorgio,point
36686084,Chiesa dei Santi Ilario e Taziano,polygon
321505795,Chiesa di Calcinate Superiore,point
194877427,Chiesa,polygon
26309917,Basilica di San Pio,polygon
59610711,Santuario della Madonna della Rosa,polygon
331356543,La chiesa di Santa Lucia,point
425200973,Monastero Di Clausura Serve di Maria Oblate Sacerdotali,point
1869303348,Chiesa di S. Agostino,point
167014567,Oratorio dell'Annunziata,polygon
2315819262,Cappella XXX,point
187095517,Santa Croce,polygon
1953638389,Confraternita San Giovanni Decollato,point
138801607,Santa Maria della Misericordia,polygon
95271181,Chiesa del Santo Spirito,polygon
88068166,Chiesa S.Vincenzo,polygon
131987906,Santuario dell'Arcella,polygon
186913809,Chiesa di San Giuseppe,polygon
609212843,Chiesa di San Sebastiano,point
1290399502,Chiesina Ottogonale,point
950787927,Chiesa di San Cristoforo,point
202740904,Chiesa di San Martino,polygon
125374926,Santa Maria del Pianto ai Catinari,polygon
38588858,Chiesa della Grotta,polygon
98320178,Chiesa di San Tommaso Baroncelli,polygon
183502966,Chiesa di Santa Maria delle Grazie,polygon
540968212,Oratorio del Sasso,point
36686266,S. Volfango,polygon
97369341,Galliano,polygon
183674887,Monastero di San Gertrude,polygon
310507224,Chiesa Beato Frassati,point
1851782073,Chiesa di San Rocco,point
1487468239,Chiesa Parrocchiale,point
200962890,San Gregorio,polygon
1180471852,Oratorio San Vito,point
1994084609,Cappella di Saint Solutor,point
118895500,Chiesa Massimiliano Kolbe,polygon
168135000,Chiesa di San Donnino Martire,polygon
80346700,Cappella di Cresta,polygon
36687355,S. Rita,polygon
65699618,Chiesa S. Lucia,polygon
36686854,S. Severo,polygon
181186661,Chiesa di San Nicolò,polygon
81132103,S. Raffaele Arcangelo,polygon
115995157,Santuario Madonna del Summano,polygon
79371317,CHIESA PARROCCHIALE S.Gallo Abate di Pesina,polygon
152234159,S. GIOVANNI BATTISTA DE LA SALLE,polygon
1224404797,Cimitero,point
182544397,Chiesa della Madonna dei Lumi,polygon
192147128,La Madonnina,polygon
59056318,Chiesa di San Martino,polygon
382401341,Chiesa S.S. Trinità,point
212873172,Chiesa di San Giacomo,polygon
191379103,San Filippo Neri,polygon
67433285,Santi Michele e Cristoforo di Sassuno,polygon
36686852,Chiesa Parrocchiale della Beata Vergine,polygon
170186716,Chiesa,polygon
180682780,Chiesetta di Sant'Anna,polygon
993836902,San Francesco d'Assisi,point
36687916,Chiesa di Sant'Ulderico,polygon
85650053,Chiesa di Sant'Antonio Abate,polygon
198050820,Cappella dei Landi,polygon
201482365,Basilica di Santa Maria degli Angeli e dei Martiri,polygon
59338700,Santuario Madonna della Civita,polygon
91879847,Duomo di San Pietro Apostolo,polygon
794002647,Santuario di Nostra Signora di Babilone,point
1240041412,Chiesa di S.Giovanni Battista Decollato,point
497236487,S. Ermete,point
842721970,Chiesa di Gattolino,point
1592619271,Chiesa parrocchiale di San Matteo,point
2039736891,Chiesa di Sant'Antonino Martire,point
2295881154,Badia Fiorentina,point
153311238,Oratorio di San Giacomo della Marina,polygon
29424670,Chiesa di San Placido,polygon
129794760,San Remigio,polygon
193757656,Cattedrale di San Nicolò,polygon
114253971,Chiesa dell'Immacolata Concezione,polygon
132096443,Chiesa di San Bellino,polygon
84014805,Cappelletta San Vito,polygon
1225577474,Chiesa Santa Monica,point
-2565911,San Martino,polygon
1735418046,Chiesa Case Nuove,point
2202478214,Chiesa di S. Marco,point
204026578,Chiesa Parrocchiale di S. Michele,polygon
33743456,Maria Weissenstein - Madonna di Pietralba,polygon
44132631,Battistero Lateranense,polygon
195031155,Cattedrale di S. Pietro,polygon
194816888,Chiesa di Santa Maria alle Grazine,polygon
164859784,Chiesa di San Leonardo,polygon
138979532,San Pietro,polygon
186315222,Chiesa del Monoblocco,polygon
1486360174,Madonna Bruna,point
77400998,Chiesa di San Giovanni Evangelista,polygon
1305245371,Chiesa di Piane,point
78180197,Chiesa della Madonna Assunta,polygon
1890293165,San Ciro Martire,point
46976205,Chiesa di San Rocco,polygon
1286736792,chiesa di S.Marco e S.Michele,point
1368340649,Cappella du Soleri,point
976077624,Oratorio San Luigi,point
203463422,Chiesa di Santa Maria Maddalena,polygon
2158747536,Cappella di Sant'Anna,point
138841819,Basilica di S. Maria Gloriosa dei Frari,polygon
623671552,Tre Madonnine,point
105440790,Santuario dell'Annunziata,polygon
36686276,Chiesa di San Nicolò,polygon
83821861,Chiesa di Sarche,polygon
1739758228,Sant'Ambrogio,point
1832778747,Chiesa di Varano Melegari,point
46975810,Chiesa di San Giorgio,polygon
199570114,Chiesa Sant Edith Stein,polygon
1654137231,Chiesa di Cristo Risorto,point
-2118794,Duomo di Messina,polygon
176768774,San Salvatore in Agna,polygon
105262871,Parrocchia di Don Giovanni Battista,polygon
95077211,Chiesa di Santa Maria della Speranza,polygon
995629045,Madonna di Lourdes,point
122254766,Sermig - Arsenale della Pace,polygon
1575761950,The Holy Trinity Church,point
324735531,Pfarrkirche Petersberg,point
1029727161,Chiesa di Sant'Antonio,point
36686811,S. Giuliana,polygon
1525465918,Cappella di S. Pietro,point
963123121,Chiesa dei SS. Pietro e Paolo,point
111345589,Chiesa della Beata Vergine Addolorata,polygon
1474489476,San Calogero,point
1154330354,Chiesa S. Maria,point
36687893,Chiesa di Santa Croce e Sant'Elena,polygon
196119082,Madonna dell'Ulivo,polygon
716484504,Madonna del Rosario,point
188896348,Santuario Madonna di Trapani,polygon
36685209,San Lorenzo,polygon
39824018,San Camillo,polygon
2128163411,Chiesa di Casalgrande,point
71152565,San Verolo,polygon
301279442,Cattedrale dell'Assunta,point
166963398,Chiesa di San Bartolomeo,polygon
137221855,Chiesa di Sant'Alessandro,polygon
1385357011,Cappella di San Macario,point
1211243129,Chiesa San Giuseppe,point
36192572,San Michele Arcangelo,polygon
479155360,l'Immacolata,point
97574389,Abbazia dei Santi Salvatore e Cirino,polygon
187257865,Chiesa di Briana,polygon
172299315,Chiesa delle Anime,polygon
82400829,Madonna della Divina Provvidenza,polygon
36685606,Chiesa di San Rocco,polygon
126668705,"Parrocchia ""Maris Stella""",polygon
202139361,Chiesa di Santa Maria del Popolo,polygon
83028058,Chiesa di San Bartolomeo e Santo Stefano,polygon
108076038,San Martino Vescovo,polygon
85720841,S.Giovanni,polygon
191085216,Chiesa di San Filippo d'Agira,polygon
2267447788,Madonna di Montenero,point
48951189,Santa Veneranda,polygon
172266075,Chiesa Sant'Agostino,polygon
200756284,Chiesa di S. Giorgio,polygon
45757256,Chiesa Di San Giorgio,polygon
75570157,Capitello della Lovara,polygon
120170872,Cappella San Bartolomeo,polygon
179988955,Chiesa di Sant'Agnese vergine e martire,polygon
2262534723,Chiesa Parrocchiale di Santa Croce,point
36686381,San Pietro Martire,polygon
97447230,Chiesa di Sant'Agostino,polygon
219831072,Chiesetta,polygon
1266766276,Chiesa di San Giovenale,point
940365364,Sacratissimo Cuore di Gesù,point
133870823,Chiesa di Predazzo,polygon
200775464,S. Lucia,polygon
692421075,Chiesa di San Bartolomeo,point
27914839,Chiesa SS Pietro e Paolo,polygon
31437077,Duomo vecchio,polygon
137530295,Parrocchia Sant'Antonio da Padova,polygon
138801433,San Felice,polygon
1447890269,Parrocchia di San Giacomo,point
105193562,Chiesa della Santissima Trinità,polygon
1925879605,Chiesa Sant'Eufemia,point
164031800,Chiesa di Santa Maria dello Spirito Santo,polygon
147509709,Santuario del Cuore Immacolato di Maria,polygon
48253954,Chiesa Parrocchiale di Santa Maria Assunta,polygon
986549719,Parrocchia di Maria Ss. Assunta,point
2244926503,Chiesa di Santo Spirito,point
187203422,San Donato,polygon
58881594,Alte Pfarrkirche,polygon
175765120,Maria della Misericordia e dei Pericoli,polygon
1999673204,Maria Aiuto dei Cristiani,point
129523071,Chiesa di Santa Maria della Corte,polygon
175147936,Chiesetta di San Rocco,polygon
1890328546,San Domenico,point
161230749,Chiesa di San Gerolamo,polygon
87525598,Chiesa di San Vigilio,polygon
166872322,Chiesa di Santa Maria del Perpetuo Soccorso,polygon
166351031,Basilica di Sant'Elia,polygon
194291881,Chiesa di Chieci,polygon
200347639,Scala Santa,polygon
2195665616,Chiesa di San Giovanni Battista,point
201188696,San Bartolomeo,polygon
202596886,Chiesa di San Giacomo,polygon
1413679734,Santa Cristina,point
169693324,Chiesa di Sant'Andrea Apostolo,polygon
30425807,Chiesa di San Martino,polygon
167042460,Chiesa delle Sacre Stimmate,polygon
203136381,San Giovanni Battista dei Genovesi,polygon
218428150,Chiesa  Madonna della Tenerezza,polygon
202347365,Templetto Santa Croce,polygon
36687595,Madonna della Neve,polygon
170799344,St. Cesar,polygon
365566086,Oratorio della Madonna delle Ghiaie,point
178482848,Chiesa di Eraclea,polygon
137547183,Chiesa di Gesu' Cristo e dei Santi dell'ultimo giorno,polygon
208406976,Cappella Crestaz,polygon
186808753,Santuario della Madonna dei Ghirli,polygon
179003874,S. Chiara,polygon
212710209,Chiesa di Santa Maria dei Miracoli,polygon
1420838390,La Trinità,point
1819093318,San Pietro,point
81372922,Chiesa Santa Maria delle Grazie e San Gennaro,polygon
146639036,Sant’ Antonia Abate,polygon
1462609966,Chiesa di Abbazia Pisani,point
191207999,Chiesa di S. Giuseppe al Lagaccio,polygon
767946641,Komboni Missionare,point
201727578,San Antonio,polygon
129846360,Chiesa di Santa Chiara,polygon
537510319,St. Agatha,point
172282768,Giacomo e Filippo,polygon
781843893,S.Antonio,point
312410929,San Vito,point
102708563,Chiesa del Rosario,polygon
734773277,Madonna della Divina Provvidenza,point
160108405,Pieve di Santa Maria a Salti,polygon
79233134,Chiesa di San Rocco,polygon
418759976,Trinità,point
36684709,Chiesa di Sant'Antonio Taumaturgo,polygon
269239357,San Vittore,point
660790628,Parrocchia San Nicola,point
64122401,Chiesa di San Vito,polygon
182488699,Madonna delle Grazie,polygon
134473733,Oratorio di S. Barbara,polygon
137390805,Eremo di Santa Maria di Montespecchio (Conventaccio),polygon
163612758,San Marco,polygon
36846252,Chiesa S.Stefano Villazzano,polygon
461634066,Chiesetta della Madonna del Pèzo,point
122679814,Chiesa,polygon
85058383,Santuario della Madonna della Misericordia,polygon
351143054,Chiesa della Vittorina,point
288967917,Chiesa di Sovizzo,point
167010425,Basilica di San Giorgio fuori le mura,polygon
2160865839,Chiesa della Santissima Trinità,point
444382206,Angeli Custodi,point
256784728,San Pietro,point
194213309,Chiesa di San Martino,polygon
200283874,Cappella Antinori,polygon
316409278,Chiesa Ellenica ortodossa cristiana,point
204026321,Chiesa della Madonna della Neve,polygon
71461156,Chiesa di San Nicolò,polygon
84481361,Chiesa di San Rocco,polygon
864704781,Sala del Regno,point
1209181154,San Sebastiano,point
472440278,San Antonio Abate,point
164075770,Chiesa di Cristo Re (o dei Santi Jacopo e Stefano),polygon
223321835,San Carlo,polygon
1643681157,Eremo de Casela,point
128621939,Santuario della Madonna di Lourdes,polygon
133174604,Madonna Addolorata,polygon
212065678,SS. Pietro e Paolo,polygon
166335429,Cappella,polygon
111793186,Cappellina,polygon
117727706,Chiesa S. Apollinare,polygon
562686590,S.Anna,point
2103370536,Sacro Cuore di Gesù,point
193181640,Chiesa di Spadacenta,polygon
286765907,Chiesa di San Luca,point
199404608,Chiesa di San Giovanni Battista,polygon
832033174,Chiesa di San Paolo Apostolo,point
390853903,Chiesa di San Francesco d'Assisi,point
49643507,Chiesa della Santissima Trinità,polygon
190833111,"Chiesa di San Pietro, Paolo e Donato",polygon
503574187,Santuario di Mongardino,point
699751598,San Giovanni Battista,point
1886599585,Chiesa dell'Assunta,point
50884075,Chiesa di S. Maria della Pace,polygon
136869866,Chiesa di Sant'Antonio Abate,polygon
203041224,Santo Spirito e Concezione,polygon
145018741,Chiesa di San Rocco,polygon
64121790,Chiesa di Santa Maria,polygon
174330433,Sant'Antonio Abate,polygon
37103533,Chiesa di S.Rocco,polygon
151920304,Chiesa di San Domenico,polygon
123201500,S.S. Francesco,polygon
210391085,Chiesa di Sant'Antonio Abate,polygon
128047819,Chiesa Signore della Pietà,polygon
2111424463,Chiesa S.Maria Assunta,point
73492573,Chiesa di Montalbano,polygon
1389352201,Santuario della Beata Vergine Addolorata,point
2215038828,Madonna della Neve,point
268982527,Santissima Annunziata delle Balate,point
36687930,Maina del Pic,polygon
187028031,Oratorio di San Vito,polygon
138842015,San Pantalon,polygon
189727866,Chiesa di Campolongo Maggiore,polygon
775913406,Parrocchia di San Vincenzo de' Paoli,point
1706009191,Chiesa San Salvatore Jungi,point
59511648,Chiesa Di Cavagliano,polygon
2135923074,Chiesa della Forcora,point
147274161,Chiesa di Sant'Apollinare,polygon
74008503,San Lussorio,polygon
748873857,Cattedrale,point
194035027,Chiesa di Zenson,polygon
24045451,San Saturnino,polygon
103450016,Kirche Maria am Wege,polygon
107755218,Chiesa di San Biagio,polygon
198095377,Ex Chiesa di Santa Maria Bambina,polygon
36685011,Duomo di Sant'Ilario e Taziano,polygon
36684611,Chiesa di San Marco Evangelista,polygon
199837302,Chiesa di San Giacomo,polygon
204787852,Santa Maria di Megli,polygon
188673181,Chiesa,polygon
144726296,Chiesa Parrochiale,polygon
414833644,Pieve San Genesio,point
140914479,Santa Bona,polygon
1621316432,Santuario di Santa Maria della Visitazione al Ponte delle Lame,point
190994447,S. Bartolomeo,polygon
187668655,Cappellina della Pace,polygon
1520968371,San Pietro,point
170045696,San Giacomo,polygon
2089559223,Santuario dei SS. Cosma e Damiano,point
36684445,Chiesa di Santa Maria Maddalena / Cerkev sv. Marije Magdalene,polygon
34589109,Chiesa dell'Incoronata,polygon
161855811,Curia Vescovile,polygon
198092100,Chiesa di San Quirico,polygon
53247545,San Luigi Gonzaga,polygon
2235331055,Chiesa parrocchiale di Santa Maria Assunta,point
82614493,Chiesa della presentazione di Maria al tempio,polygon
111532852,San Salvatore in Lauro,polygon
1133746886,Madonna di Gonare,point
463179666,Kapelle,point
1352690343,Chiesa di Santa Barbara,point
38000599,Basilica San Simpliciano,polygon
143930423,Chiesa de La Caletta,polygon
105555967,San Martino di Battedizzo,polygon
1696109184,S. Agostino,point
1729435214,Santa Maria delle Grazie,point
154883625,Chiesa Parrocchiale di Gavarno Vescovado (SS Trinità),polygon
2306184151,Chiesa del Purgatorio,point
122722383,Madonna dell'Onda,polygon
1709026414,Monastero di Bose,point
36687532,Madonna del Cosa,polygon
203197669,Chiesa di San Francesco,polygon
530071431,San Giovanni Battista,point
1219484309,Chiesa Immacolata,point
72147439,Chiesa di Santa Croce,polygon
100084786,Chiesa Parrocchiale Sant'Eusebio,polygon
310357541,San Francesco,point
447970106,Santa Trinità,point
201374573,San Carlo alle Quattro Fontane,polygon
36687275,Chiesa di San Marco Evangelista,polygon
1010398915,Chiesa di SS. Maria Assunta,point
185806218,Madonna della Navicella,polygon
1457630148,Chiesa delle Grazie,point
2137981230,Cappella di San Bernardo di Sparone,point
673007799,Chiesa di San Pietro in Castello,point
1944950410,Chiesetta delle Ripe,point
69060092,San Virilo,polygon
1638935585,Chiesa di Moglia,point
258520274,Chiesa Arcipretale dei SS.AA. Pietro e Paolo,point
182193883,Chiesa della Madonna dei Miracoli,polygon
1272847432,Duomo,point
447965225,St. Sebastian,point
47188200,Chiesa Di San Raimondo,polygon
1739780335,Chiesa di San Domenico,point
116451771,chiesa di Tabiago,polygon
172896397,Cappella Alpini,polygon
30426748,Santa Maria Maddalena,polygon
534724371,Oratorio di Trezzo sull'Adda,point
181442767,San Pietro,polygon
128176324,Chiesa parrocchiale Regina Pacis,polygon
186807036,Santa Maria Assunta,polygon
1561814837,Chiesa di San Pietro,point
796794862,Monastero San Vincenzo,point
1443488041,Maestà,point
108706105,Oratorio di San Rocco,polygon
61044560,Santa Maria D'Arabona,polygon
1843934695,Abbazia di San Remigio,point
59036364,Chiesa del Crocifisso dei Miracoli,polygon
199741869,Chiesa di Sant'Apollonio,polygon
189967402,San Nicolò,polygon
1583951103,Cappella Villa Cà Erizzo,point
222273510,Chiesa B.V.Maria (Chiesa Madre),polygon
194031098,San Giovanni Battista,polygon
598329791,San Giovanni Battista,point
571428140,S.Giusto,point
2214382761,Chiesa San Giuseppe,point
213524716,San Basilio,polygon
196970042,Chiesa prepositurale della Natività di Maria Vergine,polygon
169335851,Cappella Santa Famiglia,polygon
1987430666,B.V. Maria Stella del mare,point
1614651835,Santuario della Madonna del Monte,point
87997239,Chiesa San Jacopo in Acquaviva,polygon
2004158325,Cappella SS. Fabiano e Sebastiano,point
412123408,Eremo di Gamogna,point
204941016,Chiesa di San Filippo Neri e Santa Teresa d'Avila,polygon
36685069,Ausiliatrice,polygon
36686950,Sant'Anna,polygon
65398748,Collegiata San Michele Arcangelo,polygon
835488735,San Severo,point
160484876,Sant'Emidio,polygon
206103448,Chiesa Parrocchiale dei Ss. Gervasio e Protasio,polygon
150055181,Chiesa di Sant'Ambrogio,polygon
1224780867,Chiesa della Natività di Maria,point
117367625,Chiesa del Monachino,polygon
199894380,Chiesa di Maria Vergine Madre di Dio e della Chiesa,polygon
222998529,Chiesa di Maria Ausiliatrice,polygon
194189000,Cappella di S.Lucia,polygon
51425586,Chiesa Santa Maria Regina,polygon
221104563,Cappella della Madonna del Buon Consiglio all'Orsa,polygon
120704271,Santi Apostoli,polygon
1288809387,Pieve di Gropina,point
331846447,Chiesa di San Clemente,point
70377691,San Donino Martire,polygon
207143346,San Francesco,point
176950848,San Francesco,polygon
170661515,Chiesa parrocchiale di San Secondo,polygon
140280838,Pieve di San Martino in Grania,polygon
922109979,Maria SS. Annunziata,point
186646336,San Giovanni Battista,polygon
1424373544,Madonna delle Grazie,point
1885449343,Chiesa parrocchiale dei Santi Filippo e Giacomo,point
187411708,Chiesa di San Tommaso Becket,polygon
253706281,Santa Passera,point
177137842,Chiesa de La Passione,polygon
487238337,Santuario di Seggiano,point
155218888,Chiesa di San Michele degli Scalzi,polygon
223200276,Chiesa Santa Liberata,polygon
298728867,San Michele Arcangelo,point
67096938,San Lorenzo,polygon
2293620758,Chiesa,point
44900361,Chiesa di Santa Maria della Pace,polygon
205168995,Chiesa,polygon
26448294,Beata Vergine del Monte Carmelo,polygon
98237145,Oratorio Dell'Annunziata,polygon
102703598,Parrocchia Di San Giacomo,polygon
203205004,Cappella del Beato Jacopo,polygon
526140923,Chiesa di Santa Maria al Giglio,point
83707853,Parrocchia S. Ermenegildo Re e Martire,polygon
42210743,Dlijia Cör de Geju,polygon
36686456,Il Cristo,polygon
73039545,Chiesa di Sant'Ambrogio,polygon
619112357,Chiesa di San Rocco,point
676068999,Santa M. delle Grazie,point
36685446,Chiesa di San Ulderico,polygon
149259474,Chiesa Santissima Consolata,polygon
1180478745,Maestà Barbieri,point
89410963,Gnadenkapelle,polygon
36687410,Chiesa dei Santi Giacomo e Anna,polygon
311100664,S. Martino,point
128244544,San Tommaso in Parione,polygon
1422210093,Kapelle,point
2303899579,Madonna di Robi,point
36687232,S. Antonio,polygon
163792468,Santuario della Madonna di Valverde,polygon
98957158,Madonna del Sasso,polygon
593885484,Chiesa di Santa Maria dell Arco,point
36686705,S. Antonio,polygon
36685759,S. Leonardo in Sylvis,polygon
175765127,San Francesco d'Assisi,polygon
198180419,Chiesa Parrocchiale San Giorgio Martire,polygon
1911351619,Sveti Gabrijel,point
385687004,Chiesa di San Giovanni,point
153620666,Santuario della Madonna Avvocata,polygon
36686051,Chiesa di S. Giovanni,polygon
188677861,Chiesa Madre,polygon
154507367,Chiesa di Santa Maria ad Argiano,polygon
1414817500,Monastero Santa Chiara,point
219945184,Sant'Ambrogio,polygon
901094624,Chiesa di Santa Teresa del Bambin Gesù,point
1467420378,Chiesa di San Martino,point
-2954470,Convento Monache Cappuccine,polygon
107445399,Chiesa di Santo Stefano,polygon
59614291,Chiesa di Cristo Risorto,polygon
79827341,"Santuario dei SS.MM. Alfio, Filadelfo e Cirino",polygon
494226742,Cappella di Sant'Urbano,point
530706841,S. Francesco di Paola,point
1310640073,Oratorio di Ponticelli,point
58741437,Chiesa Greco-Ortodossa di San Leone,polygon
103181829,Pieve di San Miniato a Rubbiana,polygon
84205569,Tutti i Santi,polygon
204485261,San Calogero,polygon
88809541,L'Arca - Ex chiesa di San Marco,polygon
1588632597,San Pietro extra Muros,point
183340573,Santa Caterina a Chiaia,polygon
127582547,Chiesa di San Giovanni Bosco,polygon
121240515,Chiesetta Alpina,polygon
174517407,Santa Lucia  alla Badia,polygon
797079859,San Martino,point
100143608,Oratorio di San Bartolomeo,polygon
204147778,Chiesa della Santissima Trinità,polygon
197021033,Chiesa di Sant'Agata,polygon
204852590,Chiesa di S. Vittore,polygon
199116738,Chiesa di San Filippo Neri,polygon
91435518,Chiesa di San Francesco D'Assisi,polygon
474971981,San Bartolomeo,point
1314151847,"Santa Maria del Carmine detta ""del Crivello""",point
185419192,Chiesa Madonna delle Grazie,polygon
129383695,Parrocchia Beato Bernardo di Baden,polygon
202585240,San Martino,polygon
112705276,Santuario Mariano Diocesano della Madonna del Granato,polygon
103940826,Pieve di San Lazzaro a Lucardo,polygon
1652328526,Chiesa di San Michele,point
425929907,Jakobsstöckl,point
77738660,Prima Cappella,polygon
163200894,Madonna,polygon
124954499,Santa Teresa dei maschi,polygon
1111455727,Cappella delle Vigne,point
481441283,Chiesa del Beato Giovanni XXIII,point
66876719,Chiesa,polygon
1235216316,Pilastrino,point
102381492,San Giuseppe,polygon
142150608,San Biagio,polygon
96261848,Chiesa di Carmignanello,polygon
125374927,Santa Maria in Publicolis,polygon
215091252,San Pier Damiani,polygon
1192087198,Evangelical Church Arrow of God,point
119872957,S. Nicola,polygon
164408045,Chiesa della Natività di S. Maria Vergine,polygon
121984159,Chiesa di Santa Caterina,polygon
83734387,Cappella del Cristo Redentore,polygon
1945184973,Parrocchia S. Francesco,point
36687878,Chiesa di San Gottardo,polygon
125294868,Santa Chiara,polygon
173100201,Chiesetta di San Lucio,polygon
129804806,chiesa parrocchiale,polygon
214193842,chiesa Sacro Cuore,polygon
1623545773,Santi Angeli Custodi,point
745899017,S. Maria,point
737231836,Chiesa Sant'Andrea dell'Ausa,point
162733814,Cattedrale di San Pietro,polygon
127282523,Chiesa del Rosario o Santa Caterina,polygon
164912571,Pieve di San Frediano,polygon
153627859,S.Carlo,polygon
84216766,Sant'Antonio,polygon
83806992,Chiesa di Santa Lucia,polygon
197949938,Chiesa di Santa Maria degli Angeli,polygon
220036910,Chiesa del Crocefisso,polygon
630952981,Chiesa di San Sebastiano,point
44835746,Sant'Erasmo,polygon
102509307,Chiesa di Sant'Antonio,polygon
2087665206,Chiesa di San Silvestro,point
122945353,Chiesa S. Giovanni Battista,polygon
86100742,Chiesa della Madonna della Neve,polygon
-2186057,Chiesa Sant'Andrea,polygon
72445839,Santa Maria Stella Maris,polygon
150147333,Hl. Stephanus & Hl.Vitus,polygon
142756585,Santi Gervasio e Protasio,polygon
618059135,Chiesa di S. Giorgio,point
73603815,San Rocco,polygon
149242860,Chesa di San Francesco,polygon
184441233,Scheiber Kirchl,polygon
-2280175,Chiesa di Santa Maria del Piano,polygon
174752660,Chiesa della Madonna del Suffragio,polygon
146455825,Santuario della Madonna di Celle,polygon
36687737,Chiesa di San Floriano,polygon
1941411828,Chiesa Parrocchiale della SS.Trinità di Fietta,point
72878113,Cattedrale di San Feliciano,polygon
183218570,Chiesa S.Stefano,polygon
472481726,Chiesa di S. Antonio,point
23442735,Santa Maria Regina degli Apostoli alla Montagnola,polygon
1311610955,Chiesa,point
178541833,San Luca,polygon
153578951,Chiesa di San Giovanni Gerosolimitano di Malta,polygon
2261848617,Cappella di Santa Croce,point
36684885,Cappella del Crist,polygon
167010393,Chiesa di San Luca,polygon
199114512,Chiesetta di San Rocco,polygon
1742796449,Chiesa di Asparetto,point
36686114,S. Dorotea,polygon
1831099129,S. Alberto di Butrio,point
304346694,San Giovanni Apostolo,point
36684622,San Francesco,polygon
851404980,San Grato,point
1338166350,Chiesa di Santa Maria del Rosario,point
-2741596,Santuario di Nostra Signora della Guardia,polygon
143559326,Convento dei Cappuccini,polygon
137731061,San Mauro,polygon
97553881,Chiesa di Gesù Salvatore,polygon
203048564,Sacro Cuore,polygon
162259412,Cattedrale di Aosta,polygon
938093333,San Bernardino,point
1636429753,Carbonelli,point
190425364,Basilica di Santa Maria delle Grazie,polygon
124425420,Abbazia di San Galgano,polygon
1320082629,La Purissima,point
1284621772,Chiesa Parrocchiale Etroubles,point
36685733,S. Maria,polygon
199118398,Santo Stefano,polygon
116740665,Maria Trost Kapelle,polygon
